brand,processor,ram(GB),ssd(GB),hdd(GB),os,gpu,screen_size(inches),resolution(pixels),no_of_cores,no_of_threads,spec_score,price
9,16,8,512,0,4,122,15.6,7,12,16,59,61000
14,11,16,512,0,4,47,15.6,7,4,8,71,68990
9,11,8,512,0,4,46,16.1,7,6,12,71,67990
3,107,8,1000,0,4,55,15.6,0,8,16,62,85990
14,10,8,512,0,4,115,15.6,7,2,4,53,41999
3,18,16,1000,0,4,66,15.6,7,0,20,62,107498
9,12,16,512,0,4,71,16.1,7,8,16,73,104000
6,43,8,512,0,4,91,14.0,8,6,12,72,78203
1,13,16,1000,0,4,69,15.6,15,8,16,78,119990
6,54,16,512,0,4,91,14.0,8,8,16,73,89990
3,55,16,1000,0,4,69,17.3,15,8,16,69,134990
19,16,8,256,0,4,134,15.6,7,10,12,57,59990
9,16,16,512,0,4,136,14.0,7,10,12,62,69900
9,101,8,512,0,4,106,13.3,7,6,12,65,77990
9,8,8,512,0,4,38,15.6,7,4,8,71,60990
14,11,8,512,0,4,46,15.6,7,4,8,68,67000
9,16,8,512,0,4,117,14.0,7,10,12,55,62999
3,92,8,512,0,4,94,15.6,7,2,4,55,34990
6,11,8,512,0,4,126,15.6,7,4,8,54,52890
19,16,16,512,0,4,121,15.6,7,10,12,54,69990
3,113,16,1000,0,4,69,15.6,7,8,16,81,129990
3,11,8,512,0,4,121,15.6,7,4,8,61,53500
6,18,16,512,0,4,69,15.6,7,14,20,79,125990
14,8,8,512,0,4,38,15.6,7,4,8,67,63990
14,98,8,512,0,4,91,14.0,7,6,12,62,57990
6,11,16,512,0,4,46,15.6,7,6,12,69,101639
6,94,8,512,0,4,91,14.0,7,2,4,53,38990
6,11,8,512,0,4,17,15.6,7,4,8,67,65490
14,12,16,512,0,4,113,14.0,13,4,8,63,77490
6,11,8,512,0,4,46,15.6,7,6,12,67,66599
3,18,16,512,0,4,131,15.6,7,14,20,71,84700
14,7,8,512,0,4,113,15.6,7,2,4,53,37990
1,74,4,256,0,4,138,14.0,3,2,0,48,26600
14,73,8,256,0,4,124,15.6,3,2,2,53,27000
14,11,8,512,0,4,134,15.6,7,4,8,60,60494
14,10,8,512,0,4,123,15.6,7,2,4,59,39994
6,11,16,512,0,4,17,13.3,16,4,8,66,72620
3,18,16,512,0,4,134,14.0,20,14,20,72,81990
3,18,16,1000,0,4,132,14.0,20,14,20,75,116990
3,16,16,512,0,4,132,14.0,20,12,16,61,85990
14,11,8,512,0,4,113,15.6,7,4,8,60,53100
3,16,16,512,0,4,121,14.0,20,12,16,67,104390
3,20,32,1000,0,4,129,14.0,20,14,20,78,159990
14,11,16,512,0,4,134,14.0,7,4,8,65,69490
1,11,8,0,1000,4,123,15.6,7,4,8,56,62999
3,107,16,512,0,4,55,15.6,0,8,16,55,80990
1,80,4,256,0,4,125,15.6,3,4,0,49,23899
7,11,16,512,0,4,134,13.3,7,4,8,63,54990
14,10,8,256,0,4,148,15.6,7,0,0,0,32499
14,12,16,1000,0,4,61,15.6,7,8,16,76,146500
3,8,8,512,0,4,123,15.6,7,4,8,55,42990
7,12,16,1000,0,4,134,13.3,7,4,8,69,99990
14,7,8,512,0,4,140,14.0,7,2,4,53,37490
3,11,16,512,0,4,121,14.0,7,4,8,63,56990
9,109,16,512,0,4,69,16.1,7,8,16,76,104490
3,116,16,512,0,4,53,14.0,20,8,16,67,87500
9,102,16,512,0,4,93,14.0,7,6,12,60,61990
3,113,16,1000,0,4,69,15.6,7,8,16,69,114600
3,8,8,0,1000,4,140,14.0,7,4,8,54,41990
3,73,4,256,0,4,148,14.0,3,0,0,0,23990
9,112,16,512,0,4,93,14.0,7,8,16,59,78889
9,11,8,512,0,4,17,15.6,7,4,8,62,58990
3,113,16,1000,0,4,69,15.6,7,8,16,79,134490
3,74,4,128,0,4,148,11.6,3,2,0,44,22990
7,12,16,512,0,4,134,13.3,7,4,8,63,84990
3,74,4,128,0,4,140,11.6,3,2,0,45,22990
14,108,16,1000,0,4,93,13.3,7,8,16,68,92999
3,74,4,128,0,4,126,11.6,3,2,0,49,29990
3,20,32,1000,0,4,87,17.3,15,14,20,79,249990
